movie_title,title_year,genres,gross
Kung Pow: Enter the Fist,2002,Action|Comedy,16033556
Tremors,1990,Comedy|Horror|Sci-Fi,16667084
Wrong Turn,2003,Horror|Thriller,15417771
The Corruptor,1999,Action|Crime|Drama|Mystery|Thriller,15156200
Mud,2012,Drama,21589307
Reno 911!: Miami,2007,Comedy|Crime,20339754
One Direction: This Is Us,2013,Documentary|Music,28873374
Hey Arnold! The Movie,2002,Adventure|Animation|Comedy|Family,13684949
My Week with Marilyn,2011,Biography|Drama,14597405
The Matador,2005,Comedy|Crime|Drama|Thriller,12570442
Love Jones,1997,Drama|Romance,12514138
The Gift,2015,Mystery|Thriller,43771291
End of the Spear,2005,Adventure|Drama,11703287
Get Over It,2001,Comedy|Romance,11560259
Office Space,1999,Comedy,10824921
Drop Dead Gorgeous,1999,Comedy|Romance|Thriller,10561238
Big Eyes,2014,Biography|Crime|Drama|Romance,14479776
Very Bad Things,1998,Comedy|Crime|Thriller,9801782
Sleepover,2004,Comedy|Romance,8070311
MacGruber,2010,Action|Comedy|Romance,8460995
Dirty Pretty Things,2002,Crime|Drama|Thriller,8111360
Movie 43,2013,Comedy,8828771
The Tourist,2010,Action|Romance|Thriller,67631157
Over Her Dead Body,2008,Comedy|Fantasy|Romance,7563670
Seeking a Friend for the End of the World,2012,Adventure|Comedy|Drama|Romance|Sci-Fi,6619173
American History X,1998,Crime|Drama,6712241
The Collection,2012,Action|Horror|Thriller,6842058
Teacher's Pet,2004,Animation|Comedy|Family|Fantasy|Musical,6491350
The Red Violin,1998,Drama|Music|Mystery|Romance,9473382
The Straight Story,1999,Biography|Drama,6197866
Deuces Wild,2002,Action|Crime|Drama,6044618
Bad Words,2013,Comedy|Drama,7764027
Black or White,2014,Drama,21569041
On the Line,2001,Comedy|Family|Romance,4356743
Rescue Dawn,2006,Adventure|Biography|Drama|War,5484375
"Jeff, Who Lives at Home",2011,Comedy|Drama,4244155
I Am Love,2009,Drama|Romance,5004648
Atlas Shrugged II: The Strike,2012,Drama|Mystery|Sci-Fi,3333823
Romeo Is Bleeding,1993,Action|Crime|Drama|Thriller,3275585
The Limey,1999,Crime|Drama|Mystery|Thriller,3193102
Crash,2004,Crime|Drama|Thriller,54557348
The House of Mirth,2000,Drama|Romance,3041803
Malone,1987,Action|Drama|Thriller,3060858
Peaceful Warrior,2006,Drama|Romance|Sport,1055654
Bucky Larson: Born to Be a Star,2011,Comedy,2331318
Bamboozled,2000,Comedy|Drama|Music,2185266
The Forest,2016,Horror|Mystery|Thriller,26583369
Sphinx,1981,Adventure|Mystery|Thriller,800000
While We're Young,2014,Comedy|Drama,7574066
A Better Life,2011,Drama|Romance,1754319
Spider,2002,Drama|Mystery|Thriller,1641788
Gun Shy,2000,Comedy|Crime|Romance,1631839
Nicholas Nickleby,2002,Drama|Romance,1309849
The Iceman,2012,Biography|Crime|Drama,1939441
Cecil B. DeMented,2000,Comedy|Crime|Thriller,1276984
Killer Joe,2011,Crime|Drama|Romance|Thriller,1987762
The Joneses,2009,Comedy|Drama,1474508
Owning Mahowny,2003,Crime|Drama|Thriller,1011054
The Brothers Solomon,2007,Comedy,900926
My Blueberry Nights,2007,Drama|Romance,866778
Swept Away,2002,Comedy|Romance,598645
"War, Inc.",2008,Action|Comedy|Thriller,578527
Shaolin Soccer,2001,Action|Comedy|Sport,488872
The Brown Bunny,2003,Drama,365734
Rosewater,2014,Biography|Drama,3093491
Imaginary Heroes,2004,Comedy|Drama,228524
High Heels and Low Lifes,2001,Action|Comedy|Drama,226792
Severance,2006,Comedy|Horror|Thriller,136432
Edmond,2005,Drama|Thriller,131617
Police Academy: Mission to Moscow,1994,Comedy|Crime,126247
An Alan Smithee Film: Burn Hollywood Burn,1997,Comedy,15447
The Open Road,2009,Comedy|Drama,19348
The Good Guy,2009,Comedy|Romance,100503
Motherhood,2009,Comedy|Drama,92900
Blonde Ambition,2007,Comedy|Romance,5561
The Oxford Murders,2008,Crime|Mystery|Thriller,3607
Eulogy,2004,Comedy|Drama,70527
"The Good, the Bad, the Weird",2008,Action|Adventure|Comedy|Western,128486
The Lost City,2005,Drama|Romance,2483955
Next Friday,2000,Comedy,57176582
You Only Live Twice,1967,Action|Adventure|Thriller,43100000
Amour,2012,Drama|Romance,225377
Poltergeist III,1988,Horror|Thriller,14114488
"It's a Mad, Mad, Mad, Mad World",1963,Action|Adventure|Comedy|Crime,46300000
Richard III,1995,Drama|War,2600000
Melancholia,2011,Drama|Sci-Fi,3029870
Jab Tak Hai Jaan,2012,Drama|Romance,3047539
Alien,1979,Horror|Sci-Fi,78900000
The Texas Chain Saw Massacre,1974,Horror|Thriller,30859000
The Runaways,2010,Biography|Drama|Music,3571735
Fiddler on the Roof,1971,Drama|Family|Musical|Romance,50000000
Thunderball,1965,Action|Adventure|Thriller,63600000
Set It Off,1996,Action|Crime|Drama|Romance|Thriller,36049108
The Best Man,1999,Comedy|Drama,34074895
Child's Play,1988,Fantasy|Horror,33244684
Sicko,2007,Documentary|Drama,24530513
The Purge: Anarchy,2014,Action|Horror|Sci-Fi|Thriller,71519230
Down to You,2000,Comedy|Drama|Romance,20035310
Harold & Kumar Go to White Castle,2004,Adventure|Comedy,18225165
The Contender,2000,Drama|Thriller,17804273
Boiler Room,2000,Crime|Drama|Thriller,16938179
Black Christmas,2006,Horror,16235293
Henry V,1989,Action|Biography|Drama|History|Romance|War,10161099
The Way of the Gun,2000,Action|Crime|Drama|Thriller,6047856
Igby Goes Down,2002,Comedy|Drama,4681503
PCU,1994,Comedy,4350774
Gracie,2007,Biography|Drama|Sport,2955039
Trust the Man,2005,Comedy|Drama|Romance,1530535
Hamlet 2,2008,Comedy|Music,4881867
Glee: The 3D Concert Movie,2011,Documentary|Music,11860839
The Legend of Suriyothai,2001,Action|Adventure|Drama|History|War,454255
Two Evil Eyes,1990,Horror,349618
All or Nothing,2002,Drama,112935
Princess Kaiulani,2009,Drama,883887
Opal Dream,2006,Drama|Family,13751
Flame and Citron,2008,Drama|History|Thriller|War,145109
Undiscovered,2005,Comedy|Music|Romance,1046166
Crocodile Dundee,1986,Adventure|Comedy,174635000
Awake,2007,Crime|Mystery|Thriller,14373825
Skin Trade,2014,Action|Crime|Thriller,162
Crazy Heart,2009,Drama|Music|Romance,39462438
The Rose,1979,Drama|Music|Romance,29200000
Baggage Claim,2013,Comedy,21564616
Election,1999,Comedy|Drama,14879556
The DUFF,2015,Comedy,34017854
Glitter,2001,Drama|Music|Romance,4273372
Bright Star,2009,Biography|Drama|Romance,4440055
My Name Is Khan,2010,Adventure|Drama|Thriller,4018695
Footloose,1984,Drama|Music|Romance,80000000
Limbo,1999,Adventure|Drama|Thriller,1997807
The Karate Kid,1984,Action|Drama|Family|Sport,90800000
Repo! The Genetic Opera,2008,Horror|Musical|Sci-Fi,140244
Pulp Fiction,1994,Crime|Drama,107930000
Nightcrawler,2014,Crime|Drama|Thriller,32279955
Club Dread,2004,Comedy|Horror|Thriller,4992159
The Sound of Music,1965,Biography|Drama|Family|Musical|Romance,163214286
Splash,1984,Comedy|Fantasy|Romance,69800000
Little Miss Sunshine,2006,Comedy|Drama,59889948
Stand by Me,1986,Adventure|Drama,52287414
28 Days Later...,2002,Drama|Horror|Sci-Fi|Thriller,45063889
You Got Served,2004,Drama|Music,40066497
Escape from Alcatraz,1979,Biography|Crime|Drama,36500000
Brown Sugar,2002,Comedy|Drama|Music|Romance,27362712
A Thin Line Between Love and Hate,1996,Comedy|Crime|Drama|Romance|Thriller,34746109
50/50,2011,Comedy|Drama|Romance,34963967
Shutter,2008,Horror|Mystery|Thriller,25926543
That Awkward Moment,2014,Comedy|Romance,26049082
Much Ado About Nothing,1993,Comedy|Drama|Romance,22551000
On Her Majesty's Secret Service,1969,Action|Adventure|Thriller,22800000
New Nightmare,1994,Fantasy|Horror|Mystery|Thriller,18090181
Drive Me Crazy,1999,Comedy|Drama|Romance,17843379
Half Baked,1998,Comedy|Crime,17278980
New in Town,2009,Comedy|Romance,16699684
Syriana,2005,Drama|Thriller,50815288
American Psycho,2000,Crime|Drama,15047419
The Good Girl,2002,Drama|Romance,14015786
The Boondock Saints II: All Saints Day,2009,Action|Crime|Thriller,10269307
Enough Said,2013,Comedy|Drama|Romance,17536788
Easy A,2010,Comedy|Romance,58401464
Shadow of the Vampire,2000,Drama|Horror,8279017
Prom,2011,Comedy|Drama,10106233
Held Up,1999,Comedy,4692814
Woman on Top,2000,Comedy|Fantasy|Romance,5018450
Anomalisa,2015,Animation|Comedy|Drama|Romance,3442820
Another Year,2010,Comedy|Drama,3205244
8 Women,2002,Comedy|Crime|Musical|Romance,3076425
Showdown in Little Tokyo,1991,Action|Comedy|Crime|Thriller,2275557
Clay Pigeons,1998,Comedy|Crime,1789892
It's Kind of a Funny Story,2010,Comedy|Drama|Romance,6350058
Made in Dagenham,2010,Biography|Comedy|Drama|History,1094798
When Did You Last See Your Father?,2007,Biography|Drama,1071240
Prefontaine,1997,Biography|Drama|Romance|Sport,532190
The Secret of Kells,2009,Adventure|Animation|Family|Fantasy,686383
Begin Again,2013,Drama|Music,16168741
Down in the Valley,2005,Drama|Romance|Thriller,568695
Brooklyn Rules,2007,Crime|Drama,398420
The Singing Detective,2003,Comedy|Crime|Musical|Mystery,336456
Fido,2006,Comedy|Drama|Horror|Sci-Fi,298110
The Wendell Baker Story,2005,Comedy|Drama|Romance,127144
Wild Target,2010,Action|Comedy|Crime,117190
Pathology,2008,Crime|Horror|Thriller,108662
10th & Wolf,2006,Crime|Drama|Thriller,53481
Dear Wendy,2004,Comedy|Crime|Drama|Romance,23106
Akira,1988,Action|Animation|Sci-Fi,439162
Imagine Me & You,2005,Comedy|Drama|Romance,671240
The Blood of Heroes,1989,Action|Sci-Fi|Sport,882290
Driving Miss Daisy,1989,Comedy|Drama|Family,106593296
Soul Food,1997,Comedy|Drama,43490057
Rumble in the Bronx,1995,Action|Comedy,32333860
Thank You for Smoking,2005,Comedy|Drama,24792061
Hostel: Part II,2007,Horror,17544812
An Education,2009,Drama,12574715
The Hotel New Hampshire,1984,Comedy|Drama|Romance,5100000
Narc,2002,Crime|Drama|Mystery|Thriller,10460089
Men with Brooms,2002,Comedy|Drama|Romance|Sport,4239767
Witless Protection,2008,Comedy|Crime,4131640
Extract,2009,Comedy|Crime|Romance,10814185
Code 46,2003,Drama|Romance|Sci-Fi|Thriller,197148
Crash,2004,Crime|Drama|Thriller,54557348
Albert Nobbs,2011,Drama,3014541
Persepolis,2007,Animation|Biography|Drama|War,4443403
The Neon Demon,2016,Horror|Thriller,1330827
Harry Brown,2009,Action|Crime|Drama|Thriller,1818681
Spider-Man 3,2007,Action|Adventure|Romance,336530303
The Omega Code,1999,Action|Adventure|Fantasy|Sci-Fi|Thriller,12610552
Juno,2007,Comedy|Drama|Romance,143492840
Diamonds Are Forever,1971,Action|Adventure|Thriller,43800000
The Godfather,1972,Crime|Drama,134821952
Flashdance,1983,Drama|Music|Romance,94900000
500 Days of Summer,2009,Comedy|Drama|Romance,32391374
The Piano,1993,Drama|Music|Romance,40158000
Magic Mike,2012,Comedy|Drama,113709992
Darkness Falls,2003,Horror|Mystery|Thriller,32131483
Live and Let Die,1973,Action|Adventure|Thriller,35400000
My Dog Skip,2000,Drama|Family|Sport,34099640
Jumping the Broom,2011,Comedy|Drama,37295394
The Great Gatsby,2013,Drama|Romance,144812796
"Good Night, and Good Luck.",2005,Biography|Drama|History,31501218
Capote,2005,Biography|Crime|Drama,28747570
Desperado,1995,Action|Crime|Thriller,25625110
The Claim,2000,Drama|Romance|Western,403932
Logan's Run,1976,Action|Adventure|Sci-Fi,25000000
The Man with the Golden Gun,1974,Action|Adventure|Thriller,21000000
Action Jackson,1988,Action|Comedy|Crime|Thriller,20257000
The Descent,2005,Adventure|Horror|Thriller,26005908
Devil's Due,2014,Horror|Mystery,15818967
Flirting with Disaster,1996,Comedy,14891000
The Devil's Rejects,2005,Crime|Horror,16901126
Dope,2015,Comedy|Crime|Drama,17474107
In Too Deep,1999,Crime|Drama|Thriller,14003141
Skyfall,2012,Action|Adventure|Thriller,304360277
House of 1000 Corpses,2003,Horror,12583510
A Serious Man,2009,Comedy|Drama,9190525
Get Low,2009,Drama|Mystery,9176553
Warlock,1989,Action|Fantasy|Horror|Thriller,9094451
A Single Man,2009,Drama|Romance,9166863
The Last Temptation of Christ,1988,Drama,8373585
Outside Providence,1999,Comedy|Drama|Romance,7292175
Bride & Prejudice,2004,Comedy|Drama|Musical|Romance,6601079
Rabbit-Proof Fence,2002,Adventure|Biography|Drama|History,6165429
Who's Your Caddy?,2007,Comedy|Sport,5694308
Split Second,1992,Action|Crime|Horror|Sci-Fi|Thriller,5430822
The Other Side of Heaven,2001,Adventure|Biography|Drama,4720371
Redbelt,2008,Drama|Sport,2344847
Cyrus,2010,Comedy|Drama|Romance,7455447
A Dog of Flanders,1999,Drama|Family,2148212
Auto Focus,2002,Biography|Crime|Drama,2062066
Factory Girl,2006,Biography|Drama,1654367
We Need to Talk About Kevin,2011,Drama|Thriller,1738692
The Mighty Macs,2009,Drama|Sport,1889522
Mother and Child,2009,Drama|Romance,1110286
March or Die,1977,Adventure|Drama|Romance|War,1000000
Les visiteurs,1993,Comedy|Fantasy|Sci-Fi,700000
Somewhere,2010,Comedy|Drama,1768416
Chairman of the Board,1998,Comedy,306715
Hesher,2010,Drama,382946
The Heart of Me,2002,Drama|Romance,196067
Freeheld,2015,Biography|Drama|Romance,532988
The Extra Man,2010,Comedy,453079
Ca$h,2010,Comedy|Crime|Thriller,46451
Wah-Wah,2005,Drama,233103
Pale Rider,1985,Western,41400000
Dazed and Confused,1993,Comedy,7993039
The Chumscrubber,2005,Comedy|Drama,49526
Shade,2003,Crime|Thriller,10696
House at the End of the Street,2012,Drama|Horror|Thriller,31607598
Incendies,2010,Drama|Mystery|War,6857096
"Remember Me, My Love",2003,Comedy|Drama|Romance,223878
Elite Squad,2007,Action|Crime|Drama|Thriller,8060
Annabelle,2014,Horror|Mystery,84263837
Bran Nue Dae,2009,Comedy|Drama|Musical,110029
Boyz n the Hood,1991,Crime|Drama,57504069
La Bamba,1987,Biography|Drama|Music,54215416
Dressed to Kill,1980,Mystery|Romance|Thriller,31899000
The Adventures of Huck Finn,1993,Adventure|Comedy|Drama|Family,24103594
Go,1999,Comedy|Crime,16842303
Friends with Money,2006,Comedy|Drama|Romance,13367101
Bats,1999,Horror|Sci-Fi|Thriller,10149779
Nowhere in Africa,2001,Biography|Drama,6173485
Layer Cake,2004,Crime|Drama|Thriller,2338695
The Work and the Glory II: American Zion,2005,Drama|Western,2024854
The East,2013,Drama|Thriller,2268296
A Home at the End of the World,2004,Drama|Romance,1029017
The Messenger,2009,Drama|Romance|War,66637
Control,2007,Biography|Drama|Music,871577
The Terminator,1984,Action|Sci-Fi,38400000
Good Bye Lenin!,2003,Drama|Romance,4063859
The Damned United,2009,Biography|Drama|Sport,449558
Mallrats,1995,Comedy|Romance,2122561
Grease,1978,Musical|Romance,181360000
Platoon,1986,Drama|War,137963328
Fahrenheit 9/11,2004,Documentary|Drama|War,119078393
Butch Cassidy and the Sundance Kid,1969,Biography|Crime|Drama|Western,102308900
Mary Poppins,1964,Comedy|Family|Fantasy|Musical,102300000
Ordinary People,1980,Drama,54800000
Around the World in 80 Days,2004,Action|Adventure|Comedy,24004159
West Side Story,1961,Crime|Drama|Musical|Romance|Thriller,43650000
Caddyshack,1980,Comedy|Sport,39800000
The Brothers,2001,Comedy|Drama,27457409
The Wood,1999,Comedy|Drama|Romance,25047631
The Usual Suspects,1995,Crime|Drama|Mystery|Thriller,23272306
A Nightmare on Elm Street 5: The Dream Child,1989,Fantasy|Horror|Romance|Thriller,22168359
Van Wilder: Party Liaison,2002,Comedy|Romance,21005329
The Wrestler,2008,Drama|Sport,26236603
Duel in the Sun,1946,Drama|Romance|Western,20400000
Best in Show,2000,Comedy,18621249
Escape from New York,1981,Action|Sci-Fi,25244700
School Daze,1988,Comedy|Drama|Musical,14545844
Daddy Day Camp,2007,Comedy|Family,13235267
Mystic Pizza,1988,Comedy|Drama|Romance,12793213
Sliding Doors,1998,Comedy|Drama|Fantasy|Romance,11883495
Tales from the Hood,1995,Comedy|Horror|Thriller,11797927
The Last King of Scotland,2006,Biography|Drama|History|Thriller,17605861
Halloween 5,1989,Horror|Thriller,11642254
Bernie,2011,Comedy|Crime|Drama,9203192
Pollock,2000,Biography|Drama,8596914
200 Cigarettes,1999,Comedy|Drama|Romance,6851636
The Words,2012,Drama|Mystery|Romance|Thriller,11434867
Casa de mi Padre,2012,Comedy|Western,5895238
City Island,2009,Comedy|Drama,6670712
The Guard,2011,Comedy|Crime|Thriller,5359774
College,2008,Comedy,4693919
The Virgin Suicides,1999,Drama|Romance,4859475
Miss March,2009,Comedy|Romance,4542775
Wish I Was Here,2014,Comedy|Drama,3588432
Simply Irresistible,1999,Comedy|Drama|Fantasy|Romance,4394936
Hedwig and the Angry Inch,2001,Comedy|Drama|Music|Musical,3029081
Only the Strong,1993,Action|Drama,3273588
Shattered Glass,2003,Drama|History,2207975
Novocaine,2001,Comedy|Crime|Drama|Thriller,2025238
The Wackness,2008,Comedy|Drama|Romance,2077046
Beastmaster 2: Through the Portal of Time,1991,Action|Adventure|Fantasy|Sci-Fi,869325
The 5th Quarter,2010,Biography|Drama|Sport,399611
The Greatest,2009,Drama|Romance,115862
Come Early Morning,2006,Drama|Romance,117560
Lucky Break,2001,Comedy|Crime|Romance,54606
"Surfer, Dude",2008,Comedy,36497
Deadfall,2012,Crime|Drama|Thriller,65804
L'auberge espagnole,2002,Comedy|Drama,3895664
Murder by Numbers,2002,Crime|Mystery|Thriller,31874869
Winter in Wartime,2008,Drama|History|War,542860
The Protector,2005,Action|Crime|Drama|Thriller,11905519
Bend It Like Beckham,2002,Comedy|Drama|Romance|Sport,32541719
Sunshine State,2002,Drama|Romance,3064356
Crossover,2006,Action|Sport,7009668
[Rec] 2,2009,Horror,27024
The Sting,1973,Comedy|Crime|Drama,159600000
Chariots of Fire,1981,Biography|Drama|Sport,58800000
Diary of a Mad Black Woman,2005,Comedy|Drama|Romance,50382128
Shine,1996,Biography|Drama|Music|Romance,35811509
Don Jon,2013,Comedy|Drama|Romance,24475193
Ghost World,2001,Comedy|Drama,6200756
Iris,2001,Biography|Drama|Romance,1292119
The Chorus,2004,Drama|Music,3629758
Mambo Italiano,2003,Comedy|Drama,6239558
Wonderland,2003,Crime|Drama|Mystery|Thriller,1056102
Do the Right Thing,1989,Drama,27545445
Harvard Man,2001,Comedy|Crime|Drama|Romance|Thriller,56007
Le Havre,2011,Comedy|Drama,611709
R100,2013,Comedy|Drama,22770
Salvation Boulevard,2011,Action|Comedy|Drama|Thriller,27445
The Ten,2007,Comedy|Romance,766487
Headhunters,2011,Crime|Drama|Thriller,1196752
Saint Ralph,2004,Comedy|Drama|Sport,795126
Insidious: Chapter 2,2013,Fantasy|Horror|Thriller,83574831
Saw II,2005,Horror|Mystery,87025093
10 Cloverfield Lane,2016,Drama|Horror|Mystery|Sci-Fi|Thriller,71897215
Jackass: The Movie,2002,Comedy|Documentary,64267897
Lights Out,2016,Horror,56536016
Paranormal Activity 3,2011,Horror,104007828
Ouija,2014,Fantasy|Horror,50820940
A Nightmare on Elm Street 3: Dream Warriors,1987,Action|Fantasy|Horror|Thriller,44793200
The Gift,2015,Mystery|Thriller,43771291
Instructions Not Included,2013,Comedy|Drama,44456509
Paranormal Activity 4,2012,Horror,53884821
The Robe,1953,Drama|History,36000000
Freddy's Dead: The Final Nightmare,1991,Comedy|Fantasy|Horror|Thriller,34872293
Monster,2003,Biography|Crime|Drama|Thriller,34468224
Paranormal Activity: The Marked Ones,2014,Fantasy|Horror|Thriller,32453345
Dallas Buyers Club,2013,Biography|Drama,27296514
The Lazarus Effect,2015,Horror|Sci-Fi|Thriller,25799043
Memento,2000,Mystery|Thriller,25530884
Oculus,2013,Horror|Mystery,27689474
Clerks II,2006,Comedy,24138847
Billy Elliot,2000,Drama|Music,21994911
The Way Way Back,2013,Comedy|Drama,21501098
House Party 2,1991,Comedy|Drama|Music|Romance,19281235
Doug's 1st Movie,1999,Animation|Comedy|Family,19421271
The Apostle,1997,Drama,20733485
Our Idiot Brother,2011,Comedy|Drama,24809547
The Players Club,1998,Comedy|Drama,23031390
O,2001,Drama|Romance|Thriller,16017403
"As Above, So Below",2014,Horror|Mystery|Thriller,21197315
Addicted,2014,Drama|Thriller,17382982
Eve's Bayou,1997,Drama,14821531
Still Alice,2014,Drama,18656400
Friday the 13th Part VIII: Jason Takes Manhattan,1989,Adventure|Horror,14343976
My Big Fat Greek Wedding,2002,Comedy|Family|Romance,241437427
Spring Breakers,2012,Crime|Drama,14123773
Halloween: The Curse of Michael Myers,1995,Horror|Thriller,15126948
Y Tu Mamá También,2001,Adventure|Comedy|Drama|Romance,13622333
Shaun of the Dead,2004,Comedy|Horror,13464388
The Haunting of Molly Hartley,2008,Drama|Horror|Thriller,13350177
Lone Star,1996,Drama|Mystery,13269963
Halloween 4: The Return of Michael Myers,1988,Horror|Thriller,17768000
April Fool's Day,1986,Horror|Mystery,12947763
Diner,1982,Comedy|Drama,14100000
Lone Wolf McQuade,1983,Action|Crime|Drama|Thriller|Western,12200000
Apollo 18,2011,Horror|Mystery|Sci-Fi|Thriller,17683670
Sunshine Cleaning,2008,Comedy|Drama,12055108
No Escape,2015,Action|Thriller,27285953
Not Easily Broken,2009,Drama|Romance,10572742
Digimon: The Movie,2000,Action|Adventure|Animation|Family|Sci-Fi,9628751
Saved!,2004,Comedy|Drama,8786715
The Barbarian Invasions,2003,Comedy|Crime|Drama|Mystery|Romance,3432342
The Forsaken,2001,Horror|Thriller,6755271
UHF,1989,Comedy|Drama,6157157
Slums of Beverly Hills,1998,Comedy|Drama,5480318
Made,2001,Comedy|Crime|Drama|Thriller,5308707
Moon,2009,Drama|Mystery|Sci-Fi,5009677
The Sweet Hereafter,1997,Drama,4306697
Of Gods and Men,2010,Drama,3950029
Bottle Shock,2008,Comedy|Drama,4040588
Heavenly Creatures,1994,Biography|Crime|Drama|Romance|Thriller,3049135
90 Minutes in Heaven,2015,Drama,4700361
Everything Must Go,2010,Comedy|Drama,2711210
Zero Effect,1998,Comedy|Crime|Drama|Mystery|Thriller,1980338
The Machinist,2004,Drama|Thriller,1082044
Light Sleeper,1992,Crime|Drama,1100000
Kill the Messenger,2014,Biography|Crime|Drama|Mystery|Thriller,2445646
Rabbit Hole,2010,Drama,2221809
Party Monster,2003,Biography|Crime|Drama|Thriller,296665
Green Room,2015,Crime|Horror|Music|Thriller,3219029
Bottle Rocket,1996,Comedy|Crime|Drama,1040879
Albino Alligator,1996,Crime|Drama|Thriller,326308
"Lovely, Still",2008,Drama|Romance,124720
Desert Blue,1998,Drama,99147
Redacted,2007,Crime|Thriller|War,65087
Fascination,2004,Mystery|Romance|Thriller,16066
I Served the King of England,2006,Comedy|Drama|Romance|War,617228
Sling Blade,1996,Drama,24475416
Hostel,2005,Horror,47277326
Tristram Shandy: A Cock and Bull Story,2005,Comedy|Drama,1247453
Take Shelter,2011,Drama|Thriller,1729969
Lady in White,1988,Fantasy|Horror|Mystery|Thriller,1705139
The Texas Chainsaw Massacre 2,1986,Comedy|Horror,8025872
Only God Forgives,2013,Crime|Drama,778565
The Names of Love,2010,Comedy|Drama|Romance,513836
Savage Grace,2007,Drama,434417
Police Academy,1984,Comedy,81200000
Four Weddings and a Funeral,1994,Comedy|Drama|Romance,52700832
25th Hour,2002,Drama,13060843
Bound,1996,Crime|Drama|Romance|Thriller,3798532
Requiem for a Dream,2000,Drama,3609278
Tango,1998,Drama|Musical,1687311
Donnie Darko,2001,Drama|Sci-Fi|Thriller,727883
Character,1997,Crime|Drama|Mystery,713413
Spun,2002,Comedy|Crime|Drama,410241
Lady Vengeance,2005,Crime|Drama,211667
Mean Machine,2001,Comedy|Drama|Sport,92191
Exiled,2006,Action|Crime|Thriller,49413
After.Life,2009,Drama|Horror|Mystery|Thriller,108229
One Flew Over the Cuckoo's Nest,1975,Drama,112000000
The Sweeney,2012,Action|Crime|Drama,26345
Whale Rider,2002,Drama|Family,20772796
Pan,2015,Adventure|Family|Fantasy,34964818
Night Watch,2004,Fantasy|Thriller,1487477
The Crying Game,1992,Crime|Drama|Romance|Thriller,62549000
Porky's,1981,Comedy,105500000
Survival of the Dead,2009,Horror,101055
Lost in Translation,2003,Drama,44566004
Annie Hall,1977,Comedy|Romance,39200000
The Greatest Show on Earth,1952,Drama|Family|Romance,36000000
Exodus: Gods and Kings,2014,Action|Adventure|Drama,65007045
Monster's Ball,2001,Drama|Romance,31252964
Maggie,2015,Drama|Horror,131175
Leaving Las Vegas,1995,Drama|Romance,31968347
The Boy Next Door,2015,Mystery|Thriller,35385560
The Kids Are All Right,2010,Comedy|Drama,20803237
They Live,1988,Horror|Sci-Fi|Thriller,13008928
The Last Exorcism Part II,2013,Drama|Horror|Thriller,15152879
Boyhood,2014,Drama,25359200
Scoop,2006,Comedy|Crime|Mystery,10515579
Planet of the Apes,2001,Action|Adventure|Sci-Fi|Thriller,180011740
The Wash,2001,Comedy,10097096
3 Strikes,2000,Comedy,9821335
The Cooler,2003,Crime|Drama|Fantasy|Romance,8243880
The Night Listener,2006,Crime|Mystery|Thriller,7825820
My Soul to Take,2010,Horror|Mystery|Thriller,14637490
The Orphanage,2007,Drama|Mystery|Thriller,7159147
A Haunted House 2,2014,Comedy|Fantasy,17314483
The Rules of Attraction,2002,Comedy|Drama|Romance,6525762
Four Rooms,1995,Comedy|Fantasy,4301331
Secretary,2002,Comedy|Drama|Romance,4046737
The Real Cancun,2003,Documentary,3713002
Talk Radio,1988,Drama,3468572
Waiting for Guffman,1996,Comedy,2892582
Love Stinks,1999,Comedy,2800000
You Kill Me,2007,Comedy|Crime|Romance|Thriller,2426851
Thumbsucker,2005,Comedy|Drama,1325073
Mirrormask,2005,Adventure|Fantasy,864959
Samsara,2011,Documentary|Music,2601847
The Barbarians,1987,Adventure|Fantasy,800000
Poolhall Junkies,2002,Drama|Thriller,562059
The Loss of Sexual Innocence,1999,Drama,399793
Joe,2013,Drama,371897
Shooting Fish,1997,Comedy|Crime|Romance,302204
Prison,1987,Crime|Drama|Horror|Thriller,354704
Psycho Beach Party,2000,Comedy|Horror|Mystery,265107
The Big Tease,1999,Comedy,185577
Trust,2010,Crime|Drama|Thriller,58214
An Everlasting Piece,2000,Comedy,75078
Adore,2013,Drama|Romance,317125
Mondays in the Sun,2002,Comedy|Drama,146402
Stake Land,2010,Drama|Horror|Sci-Fi,18469
The Last Time I Committed Suicide,1997,Biography|Drama,12836
Futuro Beach,2014,Drama,20262
Gone with the Wind,1939,Drama|History|Romance|War,198655278
Desert Dancer,2014,Biography|Drama,143653
Major Dundee,1965,Adventure|War|Western,14873
Annie Get Your Gun,1950,Biography|Comedy|Musical|Romance|Western,8000000
Defendor,2009,Comedy|Crime|Drama,37606
The Pirate,1948,Adventure|Comedy|Musical|Romance,2956000
The Good Heart,2009,Drama,19959
The History Boys,2006,Comedy|Drama,2706659
Unknown,2011,Action|Mystery|Thriller,61094903
The Full Monty,1997,Comedy|Drama|Music,45857453
Airplane!,1980,Comedy,83400000
Friday,1995,Comedy|Drama,27900000
Menace II Society,1993,Crime|Drama|Thriller,27900000
Creepshow 2,1987,Comedy|Fantasy|Horror|Thriller,14000000
The Witch,2015,Horror|Mystery,25138292
I Got the Hook Up,1998,Comedy,10305534
She's the One,1996,Comedy|Drama|Romance,9449219
Gods and Monsters,1998,Biography|Drama,6390032
The Secret in Their Eyes,2009,Drama|Mystery|Thriller,20167424
Evil Dead II,1987,Comedy|Fantasy|Horror|Thriller,5923044
