movie_title,title_year,genre,gross
Ghost Town,2008,Fantasy,13214030
12 Rounds,2009,Action,12232937
Let Me In,2010,Horror,12134420
3 Ninjas Kick Back,1994,Action,11784000
Be Kind Rewind,2008,Comedy,11169531
Mrs Henderson Presents,2005,War,11034436
Triple 9,2016,Crime,12626905
Deconstructing Harry,1997,Comedy,10569071
Three to Tango,1999,Romance,10544143
Burnt,2015,Comedy,13650738
We're No Angels,1989,Comedy,10555348
Everyone Says I Love You,1996,Musical,9714482
Death at a Funeral,2007,Comedy,8579684
Death Sentence,2007,Crime,9525276
Everybody's Fine,2009,Adventure,8855646
Superbabies: Baby Geniuses 2,2004,Family,9109322
The Man,2005,Action,8326035
Code Name: The Cleaner,2007,Crime,8104069
Connie and Carla,2004,Comedy,8054280
Inherent Vice,2014,Romance,8093318
Doogal,2006,Adventure,7382993
Battle of the Year,2013,Music,8888355
An American Carol,2008,Comedy,7001720
Machete Kills,2013,Action,7268659
Willard,2003,Horror,6852144
Strange Wilderness,2008,Adventure,6563357
Topsy-Turvy,1999,Drama,6201757
A Dangerous Method,2011,Thriller,5702083
A Scanner Darkly,2006,Mystery,5480996
Chasing Mavericks,2012,Sport,6002756
Alone in the Dark,2005,Sci-Fi,5132655
Bandslam,2009,Family,5205343
Birth,2004,Thriller,5005883
A Most Violent Year,2014,Crime,5749134
Flash of Genius,2008,Drama,4234040
I'm Not There.,2007,Drama,4001121
The Cold Light of Day,2012,Thriller,3749061
The Brothers Bloom,2008,Drama,3519627
"Synecdoche, New York",2008,Drama,3081925
Princess Mononoke,1997,Adventure,2298191
Bon voyage,2003,Mystery,2353728
Can't Stop the Music,1980,Musical,2000000
The Proposition,2005,Western,1900725
Courage,2015,Biography,2246000
Marci X,2003,Comedy,1646664
Equilibrium,2002,Thriller,1190018
The Children of Huang Shi,2008,War,1027749
The Yards,2000,Crime,882710
By the Sea,2015,Drama,531009
Steamboy,2004,Family,410388
The Game of Their Lives,2005,Drama,375474
Rapa Nui,1994,History,305070
Dylan Dog: Dead of Night,2010,Crime,1183354
People I Know,2002,Drama,121972
The Tempest,2010,Fantasy,263365
The Painted Veil,2006,Romance,8047690
The Baader Meinhof Complex,2008,Drama,476270
Dances with Wolves,1990,Adventure,184208848
Bad Teacher,2011,Comedy,100292856
Sea of Love,1989,Crime,58571513
A Cinderella Story,2004,Family,51431160
Scream,1996,Mystery,103001286
Thir13en Ghosts,2001,Horror,41867960
Back to the Future,1985,Sci-Fi,210609762
House on Haunted Hill,1999,Horror,40846082
I Can Do Bad All by Myself,2009,Comedy,51697449
The Switch,2010,Romance,27758465
Just Married,2003,Romance,56127162
The Devil's Double,2011,Biography,1357042
Thomas and the Magic Railroad,2000,Comedy,15911333
The Crazies,2010,Thriller,39103378
Spirited Away,2001,Family,10049886
The Bounty,1984,Adventure,8600000
The Book Thief,2013,Drama,21483154
Sex Drive,2008,Adventure,8396942
Leap Year,2010,Comedy,12561
Take Me Home Tonight,2011,Romance,6923891
The Nutcracker,1993,Fantasy,2119994
Kansas City,1996,Drama,1292527
The Amityville Horror,2005,Thriller,64255243
Adaptation.,2002,Drama,22245861
Land of the Dead,2005,Horror,20433940
Fear and Loathing in Las Vegas,1998,Comedy,10562387
The Invention of Lying,2009,Comedy,18439082
Neighbors,2014,Comedy,150056505
The Mask,1994,Action,119938730
Big,1988,Fantasy,114968774
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Comedy,128505958
Legally Blonde,2001,Romance,95001351
Star Trek III: The Search for Spock,1984,Action,76400000
The Exorcism of Emily Rose,2005,Drama,75072454
Deuce Bigalow: Male Gigolo,1999,Romance,65535067
Left Behind,2014,Thriller,13998282
The Family Stone,2005,Comedy,6061759
Barbershop 2: Back in Business,2004,Drama,64955956
Bad Santa,2003,Drama,60057639
Austin Powers: International Man of Mystery,1997,Comedy,53868030
My Big Fat Greek Wedding 2,2016,Family,59573085
Diary of a Wimpy Kid: Rodrick Rules,2011,Comedy,52691009
Predator,1987,Sci-Fi,59735548
Amadeus,1984,History,51600000
Prom Night,2008,Horror,43818159
Mean Girls,2004,Comedy,86049418
Under the Tuscan Sun,2003,Romance,43601508
Gosford Park,2001,Mystery,41300105
Peggy Sue Got Married,1986,Comedy,41382841
Birdman or (The Unexpected Virtue of Ignorance),2014,Comedy,42335698
Blue Jasmine,2013,Drama,33404871
United 93,2006,History,31471430
Honey,2003,Drama,30222640
Glory,1989,History,26830000
Spy Hard,1996,Action,26906039
The Fog,1980,Fantasy,21378000
Soul Surfer,2011,Sport,43853424
Observe and Report,2009,Crime,23993605
Conan the Destroyer,1984,Fantasy,26400000
Raging Bull,1980,Drama,45250
Love Happens,2009,Drama,22927390
Young Sherlock Holmes,1985,Thriller,4250320
Fame,2009,Musical,22452209
127 Hours,2010,Thriller,18329466
Small Time Crooks,2000,Comedy,17071230
Center Stage,2000,Drama,17174870
Love the Coopers,2015,Comedy,26284475
Catch That Kid,2004,Comedy,16702864
Life as a House,2001,Drama,15561627
Steve Jobs,2015,Biography,17750583
"I Love You, Beth Cooper",2009,Comedy,14793904
Youth in Revolt,2009,Romance,15281286
The Legend of the Lone Ranger,1981,Western,8000000
The Tailor of Panama,2001,Thriller,13491653
Getaway,2013,Crime,10494494
The Ice Storm,1997,Drama,7837632
And So It Goes,2014,Drama,15155772
Troop Beverly Hills,1989,Comedy,8508843
Being Julia,2004,Drama,7739049
9½ Weeks,1986,Romance,6734844
Dragonslayer,1981,Adventure,6000000
The Last Station,2009,Drama,6615578
Ed Wood,1994,Biography,5887457
Labor Day,2013,Drama,13362308
Mongol: The Rise of Genghis Khan,2007,Biography,5701643
RocknRolla,2008,Crime,5694401
Megaforce,1982,Action,5333658
Hamlet,1996,Drama,4414535
Midnight Special,2016,Thriller,3707794
Anything Else,2003,Romance,3203044
The Railway Man,2013,Biography,4435083
The White Ribbon,2009,Drama,2222647
The Wraith,1986,Romance,3500000
The Salton Sea,2002,Drama,676698
One Man's Hero,1999,Western,229311
Renaissance,2006,Thriller,63260
Superbad,2007,Comedy,121463226
Step Up 2: The Streets,2008,Romance,58006147
Hoodwinked!,2005,Comedy,51053787
Hotel Rwanda,2004,Drama,23472900
Hitman,2007,Action,39687528
Black Nativity,2013,Family,7017178
City of Ghosts,2002,Crime,325491
The Others,2001,Horror,96471845
Aliens,1986,Action,85200000
My Fair Lady,1964,Romance,72000000
I Know What You Did Last Summer,1997,Mystery,72219395
Let's Be Cops,2014,Comedy,82389560
Sideways,2004,Adventure,71502303
Beerfest,2006,Comedy,19179969
Halloween,1978,Thriller,47000000
Hero,2002,Action,84961
Good Boy!,2003,Drama,37566230
The Best Man Holiday,2013,Comedy,70492685
Smokin' Aces,2006,Action,35635046
Saw 3D: The Final Chapter,2010,Mystery,45670855
40 Days and 40 Nights,2002,Romance,37939782
TRON: Legacy,2010,Action,172051787
A Night at the Roxbury,1998,Romance,30324946
Beastly,2011,Fantasy,27854896
The Hills Have Eyes,2006,Horror,41777564
Dickie Roberts: Former Child Star,2003,Comedy,22734486
"McFarland, USA",2015,Biography,44469602
Pitch Perfect,2012,Comedy,64998368
Summer Catch,2001,Comedy,19693891
A Simple Plan,1998,Drama,16311763
They,2002,Horror,12693621
Larry the Cable Guy: Health Inspector,2006,Comedy,15655665
The Adventures of Elmo in Grouchland,1999,Comedy,11634458
Brooklyn's Finest,2009,Drama,27154426
Evil Dead,2013,Horror,54239856
My Life in Ruins,2009,Romance,8662318
American Dreamz,2006,Music,7156725
Superman IV: The Quest for Peace,1987,Sci-Fi,15681020
Running Scared,2006,Drama,6855137
Shanghai Surprise,1986,Romance,2315683
The Illusionist,2006,Mystery,39825798
Roar,1981,Thriller,2000000
Veronica Guerin,2003,Crime,1569918
Southland Tales,2006,Thriller,273420
The Apparition,2012,Horror,4930798
My Girl,1991,Romance,59847242
Fur: An Imaginary Portrait of Diane Arbus,2006,Drama,220914
The Illusionist,2006,Drama,39825798
Wall Street,1987,Crime,43848100
Sense and Sensibility,1995,Drama,42700000
Becoming Jane,2007,Drama,18663911
Sydney White,2007,Comedy,11702090
House of Sand and Fog,2003,Drama,13005485
Dead Poets Society,1989,Drama,95860116
Dumb & Dumber,1994,Comedy,127175354
When Harry Met Sally...,1989,Romance,92823600
The Verdict,1982,Drama,54000000
Road Trip,2000,Comedy,68525609
Varsity Blues,1999,Sport,52885587
The Artist,2011,Comedy,44667095
The Unborn,2009,Fantasy,42638165
Moonrise Kingdom,2012,Comedy,45507053
The Texas Chainsaw Massacre: The Beginning,2006,Horror,39511038
The Young Messiah,2016,Drama,6462576
The Master of Disguise,2002,Family,40363530
Pan's Labyrinth,2006,War,37623143
See Spot Run,2001,Action,33357476
Baby Boy,2001,Crime,28734552
The Roommate,2011,Horror,37300107
Joe Dirt,2001,Comedy,27087695
Double Impact,1991,Crime,30102717
Hot Fuzz,2007,Action,23618786
The Women,2008,Drama,26896744
Vicky Cristina Barcelona,2008,Drama,23213577
Boys and Girls,2000,Drama,20627372
White Oleander,2002,Drama,16346122
Jennifer's Body,2009,Comedy,16204793
Drowning Mona,2000,Mystery,15427192
Radio Days,1987,Comedy,14792779
Left Behind,2014,Fantasy,13998282
Remember Me,2010,Romance,19057024
How to Deal,2003,Drama,14108518
My Stepmother Is an Alien,1988,Sci-Fi,13854000
Philadelphia,1993,Drama,77324422
The Thirteenth Floor,1999,Thriller,15500000
Duets,2000,Music,4734235
Hollywood Ending,2002,Romance,4839383
Detroit Rock City,1999,Comedy,4193025
Highlander,1986,Action,5900000
Things We Lost in the Fire,2007,Drama,2849142
Steel,1997,Crime,1686429
The Immigrant,2013,Drama,1984743
The White Countess,2005,History,1666262
Trance,2013,Thriller,2319187
Soul Plane,2004,Comedy,13922211
Good,2008,Romance,23091
Enter the Void,2009,Fantasy,336467
Vamps,2012,Romance,2964
The Homesman,2014,Drama,2428883
Juwanna Mann,2002,Drama,13571817
Slow Burn,2005,Thriller,1181197
Wasabi,2001,Drama,81525
Slither,2006,Comedy,7774730
Beverly Hills Cop,1984,Action,234760500
Home Alone,1990,Family,285761243
3 Men and a Baby,1987,Comedy,167780960
Tootsie,1982,Comedy,177200000
Top Gun,1986,Romance,176781728
"Crouching Tiger, Hidden Dragon",2000,Action,128067808
American Beauty,1999,Drama,130058047
The King's Speech,2010,History,138795342
Twins,1988,Crime,111936400
The Yellow Handkerchief,2008,Romance,317040
The Color Purple,1985,Drama,94175854
The Imitation Game,2014,War,91121452
Private Benjamin,1980,War,69800000
Diary of a Wimpy Kid,2010,Family,64001297
Mama,2013,Horror,71588220
Halloween,1978,Thriller,47000000
National Lampoon's Vacation,1983,Comedy,61400000
Bad Grandpa,2013,Comedy,101978840
The Queen,2006,Biography,56437947
Beetlejuice,1988,Fantasy,73326666
Why Did I Get Married?,2007,Comedy,55184721
Little Women,1994,Family,50003300
The Woman in Black,2012,Horror,54322273
When a Stranger Calls,2006,Thriller,47860214
Big Fat Liar,2002,Adventure,47811275
Wag the Dog,1997,Drama,43022524
The Lizzie McGuire Movie,2003,Romance,42672630
Snitch,2013,Action,42919096
Krampus,2015,Fantasy,42592530
The Faculty,1998,Sci-Fi,40064955
Cop Land,1997,Thriller,44886089
Not Another Teen Movie,2001,Comedy,37882551
End of Watch,2012,Drama,40983001
Aloha,2015,Romance,20991497
The Skulls,2000,Action,35007180
The Theory of Everything,2014,Romance,35887263
Malibu's Most Wanted,2003,Crime,34308901
Where the Heart Is,2000,Drama,33771174
Lawrence of Arabia,1962,History,6000000
Halloween II,2009,Horror,33386128
Wild,2014,Biography,37877959
The Last House on the Left,2009,Crime,32721635
The Wedding Date,2005,Romance,31585300
Halloween: Resurrection,2002,Comedy,30259652
Clash of the Titans,2010,Adventure,163192114
The Princess Bride,1987,Adventure,30857814
The Great Debaters,2007,Drama,30226144
Drive,2011,Crime,35054909
Confessions of a Teenage Drama Queen,2004,Comedy,29302097
The Object of My Affection,1998,Drama,29106737
28 Weeks Later,2007,Horror,28637507
When the Game Stands Tall,2014,Family,30127963
Because of Winn-Dixie,2005,Comedy,32645546
Love & Basketball,2000,Drama,27441122
Grosse Pointe Blank,1997,Crime,28014536
All About Steve,2009,Comedy,33860010
Book of Shadows: Blair Witch 2,2000,Mystery,26421314
The Craft,1996,Horror,24881000
Match Point,2005,Thriller,23089926
Ramona and Beezus,2010,Family,26161406
The Remains of the Day,1993,Drama,22954968
Boogie Nights,1997,Drama,26384919
Nowhere to Run,1993,Drama,22189039
Flicka,2006,Family,20998709
The Hills Have Eyes II,2007,Horror,20801344
Urban Legends: Final Cut,2000,Thriller,21468807
Tuck Everlasting,2002,Fantasy,19158074
The Marine,2006,Thriller,18843314
Keanu,2016,Comedy,20566327
Country Strong,2010,Music,20218921
Disturbing Behavior,1998,Sci-Fi,17411331
The Place Beyond the Pines,2012,Crime,21383298
The November Man,2014,Thriller,24984868
Eye of the Beholder,1999,Mystery,16459004
The Hurt Locker,2008,Drama,15700000
Firestarter,1984,Sci-Fi,15100000
Killing Them Softly,2012,Crime,14938570
A Most Wanted Man,2014,Thriller,17237244
Freddy Got Fingered,2001,Comedy,14249005
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,Animation,12701880
Highlander: Endgame,2000,Sci-Fi,12801190
Idlewild,2006,Romance,12549485
One Day,2011,Drama,13766014
Whip It,2009,Sport,13034417
Confidence,2003,Crime,12212417
The Muse,1999,Comedy,11614236
De-Lovely,2004,Drama,13337299
New York Stories,1989,Drama,10763469
Barney's Great Adventure,1998,Family,11144518
The Man with the Iron Fists,2012,Action,15608545
Home Fries,1998,Drama,10443316
Here on Earth,2000,Romance,10494147
Brazil,1985,Drama,9929000
Raise Your Voice,2004,Music,10411980
The Big Lebowski,1998,Comedy,17439163
Black Snake Moan,2006,Music,9396487
Dark Blue,2002,Crime,9059588
A Mighty Heart,2007,Thriller,9172810
Whatever It Takes,2000,Drama,8735529
Boat Trip,2002,Comedy,8586376
The Importance of Being Earnest,2002,Comedy,8378141
Hoot,2006,Family,8080116
In Bruges,2008,Crime,7757130
Peeples,2013,Romance,9123834
The Rocker,2008,Music,6409206
Post Grad,2009,Comedy,6373693
Promised Land,2012,Drama,7556708
Whatever Works,2009,Comedy,5306447
The In Crowd,2000,Thriller,5217498
Three Burials,2005,Crime,5023275
Jakob the Liar,1999,Drama,4956401
Kiss Kiss Bang Bang,2005,Comedy,4235837
Idle Hands,1999,Comedy,4002955
Mulholland Drive,2001,Drama,7219578
You Will Meet a Tall Dark Stranger,2010,Comedy,3247816
Never Let Me Go,2010,Sci-Fi,2412045
Transsiberian,2008,Drama,2203641
The Clan of the Cave Bear,1986,Drama,1953732
Crazy in Alabama,1999,Comedy,1954202
Funny Games,2007,Crime,1294640
Metropolis,1927,Drama,26435
District B13,2004,Crime,1197786
Things to Do in Denver When You're Dead,1995,Drama,529766
The Assassin,2015,Drama,613556
Buffalo Soldiers,2001,Crime,353743
Ong-bak 2,2008,Action,102055
The Midnight Meat Train,2008,Fantasy,73548
The Son of No One,2011,Drama,28870
All the Queen's Men,2001,Action,22723
The Good Night,2007,Drama,20380
Groundhog Day,1993,Fantasy,70906973
Magic Mike XXL,2015,Music,66009973
Romeo + Juliet,1996,Drama,46338728
Sarah's Key,2010,Drama,7691700
Unforgiven,1992,Western,101157447
Manderlay,2005,Drama,74205
Slumdog Millionaire,2008,Drama,141319195
Fatal Attraction,1987,Romance,156645693
Pretty Woman,1990,Romance,178406268
Crocodile Dundee II,1988,Action,109306210
Born on the Fourth of July,1989,Biography,70001698
Cool Runnings,1993,Adventure,68856263
My Bloody Valentine,2009,Horror,51527787
The Possession,2012,Thriller,49122319
Stomp the Yard,2007,Drama,61356221
The Spy Who Loved Me,1977,Sci-Fi,46800000
Urban Legend,1998,Thriller,38048637
Dangerous Liaisons,1988,Romance,34700000
White Fang,1991,Drama,34793160
Superstar,1999,Romance,30628981
The Iron Lady,2011,Drama,29959436
Jonah: A VeggieTales Movie,2002,Animation,25571351
Poetic Justice,1993,Drama,27515786
All About the Benjamins,2002,Crime,25482931
Vampire in Brooklyn,1995,Horror,19900000
An American Haunting,2005,Horror,16298046
My Boss's Daughter,2003,Comedy,15549702
A Perfect Getaway,2009,Adventure,15483540
Our Family Wedding,2010,Comedy,20246959
Dead Man on Campus,1998,Comedy,15062898
Tea with Mussolini,1999,Comedy,14348123
Thinner,1996,Fantasy,15171475
Crooklyn,1994,Drama,13640000
Jason X,2001,Thriller,12610731
Big Fat Liar,2002,Comedy,47811275
Bobby,2006,History,11204499
Head Over Heels,2001,Romance,10397365
Fun Size,2012,Adventure,9402410
Little Children,2006,Drama,5459824
Gossip,2000,Thriller,5108820
A Walk on the Moon,1999,Drama,4741987
Catch a Fire,2006,Biography,4291965
Soul Survivors,2001,Drama,3100650
Jefferson in Paris,1995,History,2474000
Caravans,1978,Adventure,1000000
Mr. Turner,2014,Drama,3958500
Amen.,2002,Biography,274299
The Lucky Ones,2008,Drama,183088
Margaret,2011,Drama,46495
Flipped,2010,Drama,1752214
Brokeback Mountain,2005,Romance,83025853
Teenage Mutant Ninja Turtles,2014,Action,190871240
Clueless,1995,Romance,56631572
Far from Heaven,2002,Drama,15854988
Hot Tub Time Machine 2,2015,Comedy,12282677
Quills,2000,Drama,7060876
Seven Psychopaths,2012,Comedy,14989761
Downfall,2004,Drama,5501940
The Sea Inside,2004,Drama,2086345
"Good Morning, Vietnam",1987,Biography,123922370
The Last Godfather,2010,Comedy,163591
Justin Bieber: Never Say Never,2011,Music,73000942
Black Swan,2010,Drama,106952327
RoboCop,2014,Action,58607007
The Godfather: Part II,1974,Drama,57300000
Save the Last Dance,2001,Drama,91038276
A Nightmare on Elm Street 4: The Dream Master,1988,Horror,49369900
Miracles from Heaven,2016,Drama,61693523
"Dude, Where's My Car?",2000,Comedy,46729374
Young Guns,1988,Western,44726644
St. Vincent,2014,Comedy,44134898
About Last Night,2014,Comedy,48637684
10 Things I Hate About You,1999,Drama,38176108
The New Guy,2002,Comedy,28972187
Loaded Weapon 1,1993,Crime,27979400
The Shallows,2016,Thriller,54257433
The Butterfly Effect,2004,Thriller,23947
Snow Day,2000,Comedy,60008303
This Christmas,2007,Romance,49121934
Baby Geniuses,1999,Crime,27141959
The Big Hit,1998,Comedy,27052167
Harriet the Spy,1996,Drama,26539321
Child's Play 2,1990,Horror,28501605
No Good Deed,2014,Crime,52543632
The Mist,2007,Horror,25592632
Ex Machina,2015,Drama,25440971
Being John Malkovich,1999,Comedy,22858926
Two Can Play That Game,2001,Comedy,22235901
Earth to Echo,2014,Family,38916903
Crazy/Beautiful,2001,Romance,16929123
Letters from Iwo Jima,2006,History,13753931
The Astronaut Farmer,2006,Drama,10996440
Room,2015,Drama,14677654
Dirty Work,1998,Comedy,9975684
Serial Mom,1994,Thriller,7881335
Dick,1999,Comedy,6241697
Light It Up,1999,Thriller,5871603
54,1998,Music,16574731
Bubble Boy,2001,Comedy,5002310
Birthday Girl,2001,Crime,4919896
21 & Over,2013,Comedy,25675765
"Paris, je t'aime",2006,Romance,4857376
Resurrecting the Champ,2007,Drama,3169424
Admission,2013,Romance,18004225
The Widow of Saint-Pierre,2000,Drama,3058380
Chloe,2009,Mystery,3074838
Faithful,1996,Drama,2104000
Brothers,2009,Drama,28501651
Find Me Guilty,2006,Crime,1172769
The Perks of Being a Wallflower,2012,Drama,17738570
Excessive Force,1993,Action,1200000
Infamous,2006,Crime,1150403
The Claim,2000,Drama,403932
The Vatican Tapes,2015,Thriller,1712111
Attack the Block,2011,Thriller,1024175
In the Land of Blood and Honey,2011,Drama,301305
The Call,2013,Thriller,51872378
The Crocodile Hunter: Collision Course,2002,Comedy,28399192
I Love You Phillip Morris,2009,Romance,2035566
Antwone Fisher,2002,Biography,21078145
The Emperor's Club,2002,Drama,14060950
True Romance,1993,Thriller,12281500
Glengarry Glen Ross,1992,Crime,10725228
The Killer Inside Me,2010,Drama,214966
Sorority Row,2009,Horror,11956207
Lars and the Real Girl,2007,Romance,5949693
The Boy in the Striped Pajamas,2008,Drama,9030581
Dancer in the Dark,2000,Musical,4157491
Oscar and Lucinda,1997,Romance,1508689
The Funeral,1996,Crime,1227324
Solitary Man,2009,Romance,4360548
Machete,2010,Thriller,26589953
Casino Jack,2010,Comedy,1039869
The Land Before Time,1988,Adventure,48092846
Tae Guk Gi: The Brotherhood of War,2004,Action,1110186
The Perfect Game,2009,Drama,1089445
The Exorcist,1973,Horror,204565000
Jaws,1975,Adventure,260000000
American Pie,1999,Comedy,101736215
Ernest & Celestine,2012,Crime,71442
The Golden Child,1986,Action,79817937
Think Like a Man,2012,Comedy,91547205
Barbershop,2002,Drama,75074950
Star Trek II: The Wrath of Khan,1982,Action,78900000
Ace Ventura: Pet Detective,1994,Comedy,72217000
WarGames,1983,Sci-Fi,79568000
Witness,1985,Romance,65500000
Act of Valor,2012,War,70011073
Step Up,2006,Crime,65269010
Beavis and Butt-Head Do America,1996,Crime,63071133
Jackie Brown,1997,Thriller,39647595
Harold & Kumar Escape from Guantanamo Bay,2008,Comedy,38087366
Chronicle,2012,Sci-Fi,64572496
Yentl,1983,Drama,30400000
Time Bandits,1981,Sci-Fi,42365600
Crossroads,2002,Drama,37188667
Project X,2012,Comedy,54724272
One Hour Photo,2002,Drama,31597131
Quarantine,2008,Sci-Fi,31691811
The Eye,2008,Mystery,31397498
Johnson Family Vacation,2004,Comedy,31179516
How High,2001,Fantasy,31155435
The Muppet Christmas Carol,1992,Fantasy,27281507
Casino Royale,2006,Thriller,167007184
Frida,2002,Romance,25776062
Katy Perry: Part of Me,2012,Music,25240988
The Fault in Our Stars,2014,Romance,124868837
Rounders,1998,Crime,22905674
Top Five,2014,Romance,25277561
Stir of Echoes,1999,Mystery,21133087
Philomena,2013,Drama,37707719
The Upside of Anger,2005,Comedy,18761993
Aquamarine,2006,Romance,18595716
Paper Towns,2015,Drama,31990064
Nebraska,2013,Drama,17613460
Tales from the Crypt: Demon Knight,1995,Thriller,21088568
Max Keeble's Big Move,2001,Comedy,17292381
Young Adult,2011,Comedy,16300302
Crank,2006,Thriller,27829874
Living Out Loud,1998,Drama,12902790
Das Boot,1981,Adventure,11433134
The Alamo,2004,War,22406362
Sorority Boys,2002,Comedy,10198766
About Time,2013,Romance,15294553
House of Flying Daggers,2004,Adventure,11041228
Arbitrage,2012,Drama,7918283
Project Almanac,2015,Sci-Fi,22331028
Cadillac Records,2008,Music,8134217
Screwed,2000,Comedy,6982680
Fortress,1992,Crime,6739141
For Your Consideration,2006,Comedy,5542025
Celebrity,1998,Drama,5032496
Running with Scissors,2006,Comedy,6754898
From Justin to Kelly,2003,Musical,4922166
Girl 6,1996,Comedy,4903000
In the Cut,2003,Mystery,4717455
Two Lovers,2008,Drama,3148482
Last Orders,2001,Drama,2326407
The Host,2006,Horror,2201412
Ravenous,1999,Fantasy,2060953
Charlie Bartlett,2007,Drama,3950294
The Great Beauty,2013,Drama,2835886
The Dangerous Lives of Altar Boys,2002,Drama,1779284
Stoker,2013,Drama,1702277
2046,2004,Sci-Fi,261481
Married Life,2007,Romance,1506998
Duma,2005,Family,860002
Ondine,2009,Drama,548934
Brother,2000,Drama,447750
Welcome to Collinwood,2002,Comedy,333976
Critical Care,1997,Comedy,141853
The Life Before Her Eyes,2007,Drama,303439
Trade,2007,Thriller,214202
Fateless,2005,Romance,195888
Breakfast of Champions,1999,Comedy,175370
City of Life and Death,2009,War,119922
Home,2015,Adventure,177343675
5 Days of War,2011,Action,17149
Snatch,2000,Comedy,30093107
Pet Sematary,1989,Fantasy,57469179
Gremlins,1984,Horror,148170000
Star Wars: Episode IV - A New Hope,1977,Sci-Fi,460935665
Dirty Grandpa,2016,Comedy,35537564
Doctor Zhivago,1965,Drama,111722000
High School Musical 3: Senior Year,2008,Comedy,90556401
The Fighter,2010,Drama,93571803
My Cousin Vinny,1992,Comedy,52929168
If I Stay,2014,Drama,50461335
Major League,1989,Sport,49797148
Phone Booth,2002,Crime,46563158
A Walk to Remember,2002,Drama,41227069
Dead Man Walking,1995,Crime,39025000
Cruel Intentions,1999,Romance,38201895
Saw VI,2009,Mystery,27669413
The Secret Life of Bees,2008,Drama,37766350
Corky Romano,2001,Comedy,23978402
Raising Cain,1992,Drama,21370057
Invaders from Mars,1986,Horror,4884663
Brooklyn,2015,Romance,38317535
Out Cold,2001,Comedy,13903262
The Ladies Man,2000,Comedy,13592872
Quartet,2012,Drama,18381787
Tomcats,2001,Comedy,13558739
Frailty,2001,Thriller,13103828
Woman in Gold,2015,Drama,33305037
Kinsey,2004,Drama,10214647
Army of Darkness,1992,Horror,11501093
Slackers,2002,Comedy,4814244
What's Eating Gilbert Grape,1993,Drama,9170214
The Visual Bible: The Gospel of John,2003,History,4068087
Vera Drake,2004,Drama,3753806
The Guru,2002,Romance,3034181
The Perez Family,1995,Comedy,2832826
Inside Llewyn Davis,2013,Drama,13214255
O,2001,Drama,16017403
Return to the Blue Lagoon,1991,Adventure,2807854
Copying Beethoven,2006,Music,352786
Poltergeist,1982,Horror,76600000
Saw V,2008,Mystery,56729973
Jindabyne,2006,Thriller,399879
Kabhi Alvida Naa Kehna,2006,Drama,3275443
An Ideal Husband,1999,Romance,18535191
The Last Days on Mars,2013,Thriller,23838
Darkness,2002,Horror,22160085
2001: A Space Odyssey,1968,Sci-Fi,56715371
E.T. the Extra-Terrestrial,1982,Family,434949459
In the Land of Women,2007,Drama,11043445
For Greater Glory: The True Story of Cristiada,2012,History,5669081
Good Will Hunting,1997,Drama,138339411
Saw III,2006,Horror,80150343
Stripes,1981,Action,85300000
Bring It On,2000,Sport,68353550
The Purge: Election Year,2016,Horror,78845130
She's All That,1999,Romance,63319509
Precious,2009,Drama,47536959
Saw IV,2007,Mystery,63270259
White Noise,2005,Drama,55865715
Madea's Family Reunion,2006,Drama,63231524
The Color of Money,1986,Drama,52293982
The Mighty Ducks,1992,Sport,50752337
The Grudge,2004,Mystery,110175871
Happy Gilmore,1996,Comedy,38624000
Jeepers Creepers,2001,Horror,37470017
Bill & Ted's Excellent Adventure,1989,Comedy,40485039
Oliver!,1968,Musical,16800000
The Best Exotic Marigold Hotel,2011,Drama,46377022
Recess: School's Out,2001,Family,36696761
Mad Max Beyond Thunderdome,1985,Sci-Fi,36200000
The Boy,2016,Thriller,35794166
Devil,2010,Thriller,33583175
Friday After Next,2002,Comedy,32983713
Insidious: Chapter 3,2015,Fantasy,52200504
The Last Dragon,1985,Comedy,33000000
Snatch,2000,Crime,30093107
The Lawnmower Man,1992,Sci-Fi,32101000
Nick and Norah's Infinite Playlist,2008,Music,31487293
Dogma,1999,Adventure,30651422
The Banger Sisters,2002,Comedy,30306281
Twilight Zone: The Movie,1983,Horror,29500000
Road House,1989,Action,30050028
A Low Down Dirty Shame,1994,Comedy,29392418
Swimfan,2002,Thriller,28563926
Employee of the Month,2006,Comedy,28435406
Can't Hardly Wait,1998,Comedy,25339117
The Outsiders,1983,Crime,25600000
Sinister 2,2015,Thriller,27736779
Sparkle,2012,Music,24397469
Valentine,2001,Horror,20384136
The Fourth Kind,2009,Sci-Fi,25464480
A Prairie Home Companion,2006,Music,20338609
Sugar Hill,1993,Thriller,18272447
Rushmore,1998,Comedy,17096053
Skyline,2010,Sci-Fi,21371425
The Second Best Exotic Marigold Hotel,2015,Comedy,33071558
Kit Kittredge: An American Girl,2008,Family,17655201
The Perfect Man,2005,Romance,16247775
Mo' Better Blues,1990,Drama,16153600
Kung Pow: Enter the Fist,2002,Action,16033556
Tremors,1990,Horror,16667084
Wrong Turn,2003,Thriller,15417771
The Corruptor,1999,Crime,15156200
Mud,2012,Drama,21589307
Reno 911!: Miami,2007,Comedy,20339754
One Direction: This Is Us,2013,Documentary,28873374
Hey Arnold! The Movie,2002,Family,13684949
